seq_id,log_lik,true_label,evo2_pred
bsubtilis|94389-94473|label=0,-21.625,0,True
bsubtilis|96177-96258|label=0,-22.875,0,False
bsubtilis|96435-96504|label=0,-20.375,0,True
bsubtilis|97440-97518|label=0,-20.375,0,True
bsubtilis|97602-97674|label=0,-21.0,0,True
bsubtilis|98901-98931|label=0,-19.625,0,True
bsubtilis|99537-99570|label=0,-20.875,0,True
bsubtilis|100965-101007|label=0,-20.375,0,True
bsubtilis|101247-101292|label=0,-22.125,0,True
bsubtilis|102165-102228|label=1,-23.125,1,False
bsubtilis|103539-103575|label=1,-21.375,1,True
bsubtilis|103911-103944|label=1,-20.75,1,True
bsubtilis|104523-104604|label=1,-23.25,1,False
bsubtilis|104673-104754|label=1,-22.875,1,False
bsubtilis|105417-105489|label=1,-22.75,1,False
bsubtilis|105579-105627|label=1,-22.0,1,True
bsubtilis|105684-105747|label=1,-22.875,1,False
bsubtilis|110433-110487|label=1,-22.5,1,False
bsubtilis|110766-110835|label=1,-23.25,1,False
bsubtilis|112920-112980|label=1,-22.625,1,False
bsubtilis|113064-113097|label=1,-20.5,1,True
bsubtilis|113418-113469|label=0,-22.375,0,False
bsubtilis|113532-113622|label=1,-23.5,1,False
bsubtilis|114039-114072|label=1,-20.625,1,True
bsubtilis|115398-115461|label=1,-23.125,1,False
bsubtilis|115785-115854|label=1,-23.375,1,False
bsubtilis|116322-116400|label=1,-23.375,1,False
bsubtilis|118968-119016|label=1,-22.0,1,True
bsubtilis|121071-121104|label=1,-20.75,1,True
bsubtilis|121224-121257|label=1,-20.125,1,True
bsubtilis|121497-121530|label=1,-21.25,1,True
bsubtilis|126246-126294|label=1,-21.5,1,True
bsubtilis|126324-126366|label=1,-21.625,1,True
bsubtilis|126384-126447|label=1,-22.625,1,False
bsubtilis|126684-126765|label=1,-23.625,1,False
bsubtilis|127560-127614|label=1,-22.5,1,False
bsubtilis|128295-128364|label=1,-21.875,1,True
bsubtilis|128307-128364|label=1,-21.375,1,True
bsubtilis|129123-129165|label=0,-21.375,0,True
bsubtilis|129522-129588|label=1,-23.5,1,False
bsubtilis|130059-130137|label=0,-23.5,0,False
bsubtilis|130140-130170|label=0,-20.625,0,True
bsubtilis|132687-132762|label=1,-23.5,1,False
bsubtilis|133086-133161|label=1,-22.125,1,True
bsubtilis|134097-134181|label=0,-23.375,0,False
bsubtilis|134703-134748|label=1,-21.875,1,True
bsubtilis|139842-139896|label=1,-22.625,1,False
bsubtilis|141108-141168|label=1,-22.875,1,False
bsubtilis|141258-141300|label=1,-21.625,1,True
bsubtilis|141432-141462|label=1,-20.25,1,True
bsubtilis|143256-143292|label=1,-20.75,1,True
bsubtilis|143793-143844|label=1,-22.5,1,False
bsubtilis|145017-145095|label=1,-23.375,1,False
bsubtilis|147273-147315|label=0,-21.5,0,True
bsubtilis|147276-147315|label=0,-21.25,0,True
bsubtilis|148482-148515|label=1,-20.75,1,True
bsubtilis|148641-148680|label=1,-21.5,1,True
bsubtilis|150255-150315|label=1,-23.125,1,False
bsubtilis|152049-152133|label=1,-23.625,1,False
bsubtilis|155919-155961|label=0,-21.375,0,True
bsubtilis|156012-156084|label=0,-23.375,0,False
bsubtilis|156804-156873|label=1,-23.125,1,False
bsubtilis|156882-156945|label=1,-22.875,1,False
bsubtilis|158868-158910|label=0,-21.625,0,True
bsubtilis|160644-160707|label=0,-23.25,0,False
bsubtilis|160905-160944|label=0,-20.125,0,True
bsubtilis|161301-161343|label=0,-19.875,0,True
bsubtilis|161940-162018|label=0,-20.375,0,True
bsubtilis|162510-162555|label=0,-22.375,0,False
bsubtilis|162681-162711|label=0,-20.625,0,True
bsubtilis|163578-163611|label=0,-20.625,0,True
bsubtilis|165321-165384|label=0,-21.625,0,True
bsubtilis|165330-165384|label=0,-21.125,0,True
bsubtilis|166710-166764|label=0,-20.75,0,True
bsubtilis|169518-169599|label=0,-21.875,0,True
bsubtilis|171366-171426|label=0,-22.5,0,False
bsubtilis|171606-171636|label=0,-19.625,0,True
bsubtilis|172716-172779|label=0,-20.75,0,True
bsubtilis|172734-172779|label=0,-20.75,0,True
bsubtilis|174183-174216|label=0,-20.625,0,True
bsubtilis|178728-178782|label=1,-22.5,1,False
bsubtilis|178872-178917|label=1,-21.75,1,True
bsubtilis|179205-179238|label=1,-20.875,1,True
bsubtilis|179661-179739|label=0,-23.25,0,False
bsubtilis|179775-179856|label=0,-23.625,0,False
bsubtilis|180000-180060|label=0,-22.5,0,False
bsubtilis|180120-180189|label=0,-23.125,0,False
bsubtilis|181713-181791|label=0,-23.5,0,False
bsubtilis|181737-181791|label=0,-22.5,0,False
bsubtilis|184716-184749|label=0,-21.125,0,True
bsubtilis|185055-185088|label=0,-21.0,0,True
bsubtilis|185463-185535|label=0,-23.125,0,False
bsubtilis|185820-185856|label=0,-21.5,0,True
bsubtilis|186438-186474|label=0,-20.75,0,True
bsubtilis|186711-186744|label=0,-21.125,0,True
bsubtilis|188082-188115|label=0,-21.375,0,True
bsubtilis|188085-188115|label=0,-21.0,0,True
bsubtilis|188511-188568|label=0,-22.5,0,False
bsubtilis|188676-188706|label=0,-20.375,0,True
bsubtilis|189717-189777|label=0,-23.0,0,False
bsubtilis|189723-189777|label=0,-22.625,0,False
bsubtilis|189954-189996|label=0,-21.5,0,True
bsubtilis|191931-192012|label=0,-23.5,0,False
bsubtilis|192438-192519|label=0,-23.75,0,False
bsubtilis|193500-193539|label=0,-20.625,0,True
bsubtilis|195591-195666|label=1,-23.5,1,False
bsubtilis|195840-195870|label=1,-20.75,1,True
bsubtilis|200478-200523|label=1,-21.75,1,True
bsubtilis|200691-200733|label=1,-21.75,1,True
bsubtilis|200997-201036|label=1,-21.375,1,True
bsubtilis|201210-201249|label=1,-21.5,1,True
bsubtilis|201660-201717|label=1,-22.625,1,False
bsubtilis|201870-201909|label=1,-21.5,1,True
bsubtilis|201963-201999|label=1,-21.375,1,True
bsubtilis|202206-202266|label=1,-22.5,1,False
bsubtilis|204513-204570|label=1,-22.875,1,False
bsubtilis|210195-210234|label=0,-21.375,0,True
bsubtilis|210735-210813|label=1,-23.375,1,False
bsubtilis|211212-211284|label=0,-23.375,0,False
bsubtilis|214428-214497|label=1,-23.0,1,False
bsubtilis|214971-215046|label=1,-23.375,1,False
bsubtilis|216825-216894|label=1,-23.25,1,False
bsubtilis|219099-219132|label=1,-20.875,1,True
bsubtilis|219285-219318|label=1,-21.0,1,True
bsubtilis|226167-226248|label=1,-23.5,1,False
bsubtilis|226995-227025|label=1,-20.5,1,True
bsubtilis|227262-227295|label=1,-20.75,1,True
bsubtilis|227505-227580|label=1,-23.375,1,False
bsubtilis|227631-227670|label=1,-21.375,1,True
bsubtilis|227871-227928|label=1,-22.625,1,False
bsubtilis|227889-227928|label=1,-21.375,1,True
bsubtilis|227895-227928|label=1,-20.625,1,True
bsubtilis|228297-228327|label=0,-20.25,0,True
bsubtilis|228597-228642|label=0,-21.875,0,True
bsubtilis|230721-230778|label=1,-22.875,1,False
bsubtilis|230985-231030|label=0,-21.625,0,True
bsubtilis|231486-231534|label=1,-22.125,1,True
bsubtilis|231606-231681|label=1,-23.75,1,False
bsubtilis|231627-231681|label=1,-22.25,1,False
bsubtilis|231651-231681|label=1,-20.625,1,True
bsubtilis|231888-231960|label=1,-23.375,1,False
bsubtilis|232800-232833|label=1,-20.625,1,True
bsubtilis|233736-233796|label=0,-22.875,0,False
bsubtilis|234543-234591|label=0,-22.25,0,False
bsubtilis|235173-235206|label=0,-20.75,0,True
bsubtilis|235233-235302|label=0,-23.125,0,False
bsubtilis|235917-235968|label=0,-22.125,0,True
bsubtilis|236031-236076|label=1,-22.125,1,True
bsubtilis|236094-236181|label=1,-23.75,1,False
bsubtilis|236151-236181|label=1,-20.625,1,True
bsubtilis|236250-236313|label=1,-23.0,1,False
bsubtilis|236466-236523|label=1,-22.0,1,True
bsubtilis|239514-239544|label=0,-20.875,0,True
bsubtilis|240417-240477|label=0,-23.125,0,False
bsubtilis|241863-241902|label=0,-21.875,0,True
bsubtilis|245049-245139|label=0,-23.5,0,False
bsubtilis|247518-247548|label=1,-20.5,1,True
bsubtilis|251505-251595|label=1,-23.5,1,False
bsubtilis|251670-251748|label=1,-23.5,1,False
bsubtilis|251844-251889|label=1,-21.75,1,True
bsubtilis|251856-251889|label=1,-20.625,1,True
bsubtilis|252039-252075|label=1,-21.0,1,True
bsubtilis|252159-252222|label=1,-22.75,1,False
bsubtilis|253398-253482|label=1,-23.625,1,False
bsubtilis|253962-254043|label=0,-23.625,0,False
bsubtilis|254949-254997|label=0,-21.75,0,True
bsubtilis|255030-255105|label=0,-23.25,0,False
bsubtilis|255447-255519|label=0,-23.5,0,False
bsubtilis|255450-255519|label=0,-23.375,0,False
bsubtilis|257115-257151|label=0,-21.0,0,True
bsubtilis|260547-260619|label=0,-23.125,0,False
bsubtilis|260670-260715|label=0,-22.0,0,True
bsubtilis|261861-261924|label=0,-22.625,0,False
bsubtilis|261963-261996|label=0,-20.75,0,True
bsubtilis|262182-262242|label=0,-22.875,0,False
bsubtilis|262260-262326|label=0,-23.0,0,False
bsubtilis|266346-266394|label=1,-22.25,1,False
bsubtilis|266664-266694|label=1,-20.375,1,True
bsubtilis|267615-267663|label=1,-22.125,1,True
bsubtilis|271293-271356|label=1,-23.0,1,False
bsubtilis|272391-272448|label=1,-22.5,1,False
bsubtilis|272601-272652|label=1,-21.875,1,True
bsubtilis|272871-272961|label=1,-23.875,1,False
bsubtilis|273312-273342|label=1,-20.375,1,True
bsubtilis|273675-273714|label=1,-21.25,1,True
bsubtilis|273765-273810|label=1,-21.625,1,True
bsubtilis|274245-274296|label=1,-22.25,1,False
bsubtilis|274407-274491|label=1,-23.625,1,False
bsubtilis|274689-274752|label=1,-22.875,1,False
bsubtilis|275637-275676|label=0,-21.5,0,True
bsubtilis|276402-276438|label=1,-21.125,1,True
bsubtilis|278241-278280|label=1,-21.625,1,True
bsubtilis|279555-279585|label=1,-20.75,1,True
bsubtilis|280182-280227|label=1,-21.375,1,True
bsubtilis|280332-280362|label=1,-20.375,1,True
bsubtilis|280512-280566|label=1,-22.375,1,False
bsubtilis|280518-280566|label=1,-21.875,1,True
bsubtilis|280572-280620|label=1,-21.75,1,True
bsubtilis|286746-286776|label=1,-20.5,1,True
bsubtilis|287718-287766|label=1,-22.0,1,True
bsubtilis|287901-287943|label=1,-21.625,1,True
bsubtilis|288441-288486|label=1,-21.75,1,True
bsubtilis|288453-288486|label=1,-20.75,1,True
bsubtilis|288717-288768|label=0,-22.25,0,False
bsubtilis|290076-290118|label=0,-22.0,0,True
bsubtilis|295623-295683|label=0,-22.5,0,False
bsubtilis|295707-295785|label=0,-23.75,0,False
bsubtilis|298332-298392|label=0,-22.5,0,False
bsubtilis|299733-299784|label=0,-22.125,0,True
bsubtilis|299745-299784|label=0,-21.25,0,True
bsubtilis|303213-303243|label=1,-20.625,1,True
bsubtilis|303837-303924|label=0,-23.875,0,False
bsubtilis|303924-303972|label=0,-22.25,0,False
bsubtilis|304107-304179|label=0,-23.375,0,False
bsubtilis|304119-304179|label=0,-22.75,0,False
bsubtilis|305037-305070|label=1,-20.625,1,True
bsubtilis|306537-306579|label=1,-21.25,1,True
bsubtilis|307182-307254|label=1,-23.25,1,False
bsubtilis|307458-307524|label=1,-23.25,1,False
bsubtilis|307650-307680|label=1,-21.0,1,True
bsubtilis|312432-312465|label=1,-20.625,1,True
bsubtilis|312582-312624|label=1,-21.5,1,True
bsubtilis|312693-312732|label=1,-21.5,1,True
bsubtilis|314169-314226|label=1,-22.75,1,False
bsubtilis|314313-314361|label=1,-22.625,1,False
bsubtilis|314835-314883|label=0,-22.0,0,True
bsubtilis|315009-315081|label=1,-23.5,1,False
bsubtilis|316635-316725|label=1,-23.75,1,False
bsubtilis|316968-317037|label=1,-23.375,1,False
bsubtilis|316977-317037|label=1,-23.0,1,False
bsubtilis|317007-317037|label=1,-20.125,1,True
bsubtilis|317385-317448|label=1,-23.0,1,False
bsubtilis|317556-317628|label=0,-23.375,0,False
bsubtilis|319887-319941|label=0,-22.125,0,True
bsubtilis|320388-320424|label=0,-21.25,0,True
bsubtilis|320553-320619|label=0,-23.25,0,False
bsubtilis|320568-320619|label=0,-22.625,0,False
bsubtilis|324891-324951|label=0,-22.5,0,False
bsubtilis|327735-327807|label=1,-23.5,1,False
bsubtilis|327828-327876|label=1,-21.875,1,True
bsubtilis|328173-328215|label=1,-22.375,1,False
bsubtilis|328239-328284|label=1,-22.0,1,True
bsubtilis|328389-328419|label=1,-20.375,1,True
bsubtilis|328494-328524|label=1,-20.5,1,True
bsubtilis|328911-328956|label=1,-21.5,1,True
bsubtilis|330012-330042|label=1,-20.75,1,True
bsubtilis|331170-331227|label=1,-22.625,1,False
bsubtilis|331281-331350|label=1,-23.375,1,False
bsubtilis|331632-331677|label=1,-21.875,1,True
bsubtilis|331644-331677|label=1,-21.0,1,True
bsubtilis|332166-332211|label=1,-21.5,1,True
bsubtilis|332523-332556|label=0,-21.25,0,True
bsubtilis|332910-332955|label=0,-21.875,0,True
bsubtilis|332994-333036|label=0,-21.875,0,True
bsubtilis|333075-333120|label=0,-22.0,0,True
bsubtilis|333309-333369|label=0,-22.75,0,False
bsubtilis|334338-334383|label=1,-22.0,1,True
bsubtilis|335208-335259|label=1,-22.25,1,False
bsubtilis|337041-337089|label=0,-22.0,0,True
bsubtilis|338265-338316|label=0,-21.875,0,True
bsubtilis|340365-340425|label=1,-23.125,1,False
bsubtilis|341211-341286|label=0,-23.5,0,False
bsubtilis|350619-350700|label=0,-23.625,0,False
bsubtilis|350631-350700|label=0,-23.375,0,False
bsubtilis|356445-356517|label=0,-23.5,0,False
bsubtilis|357903-357960|label=0,-22.75,0,False
bsubtilis|357912-357960|label=0,-22.0,0,True
bsubtilis|359373-359454|label=0,-23.75,0,False
bsubtilis|361020-361080|label=0,-22.625,0,False
bsubtilis|362541-362589|label=0,-22.0,0,True
bsubtilis|363030-363099|label=1,-23.25,1,False
bsubtilis|363252-363300|label=1,-22.375,1,False
bsubtilis|363270-363300|label=1,-20.75,1,True
bsubtilis|364146-364203|label=0,-22.75,0,False
bsubtilis|364803-364845|label=1,-21.875,1,True
bsubtilis|364809-364845|label=1,-21.375,1,True
bsubtilis|364866-364905|label=1,-21.875,1,True
bsubtilis|366240-366303|label=1,-22.875,1,False
bsubtilis|367377-367410|label=0,-20.75,0,True
bsubtilis|369003-369033|label=0,-20.5,0,True
bsubtilis|369768-369846|label=1,-23.375,1,False
bsubtilis|370368-370407|label=1,-21.375,1,True
bsubtilis|372126-372171|label=0,-22.125,0,True
bsubtilis|373713-373749|label=0,-21.25,0,True
bsubtilis|373869-373932|label=0,-23.0,0,False
bsubtilis|373902-373932|label=0,-20.625,0,True
bsubtilis|374592-374628|label=0,-21.0,0,True
bsubtilis|375006-375042|label=0,-21.75,0,True
bsubtilis|377091-377169|label=1,-23.625,1,False
bsubtilis|377523-377604|label=1,-23.5,1,False
bsubtilis|377712-377784|label=1,-23.25,1,False
bsubtilis|377832-377916|label=1,-23.625,1,False
bsubtilis|378489-378519|label=1,-20.75,1,True
bsubtilis|378849-378939|label=1,-23.875,1,False
bsubtilis|379044-379113|label=1,-23.25,1,False
bsubtilis|379377-379437|label=1,-22.75,1,False
bsubtilis|379683-379728|label=1,-21.5,1,True
bsubtilis|379953-379989|label=1,-20.75,1,True
bsubtilis|381486-381576|label=0,-23.75,0,False
bsubtilis|381852-381927|label=0,-23.5,0,False
bsubtilis|381870-381927|label=0,-22.875,0,False
bsubtilis|382062-382101|label=0,-21.25,0,True
bsubtilis|382167-382197|label=0,-20.625,0,True
bsubtilis|383313-383361|label=0,-22.25,0,False
bsubtilis|384186-384216|label=0,-20.375,0,True
bsubtilis|384696-384729|label=0,-20.625,0,True
bsubtilis|384831-384909|label=0,-23.75,0,False
bsubtilis|385680-385722|label=0,-22.0,0,True
bsubtilis|387411-387474|label=0,-22.75,0,False
bsubtilis|387816-387852|label=1,-21.25,1,True
bsubtilis|388053-388122|label=1,-23.375,1,False
bsubtilis|388452-388491|label=1,-21.5,1,True
bsubtilis|388800-388875|label=1,-23.625,1,False
bsubtilis|388968-389016|label=1,-22.25,1,False
bsubtilis|389232-389307|label=1,-23.5,1,False
bsubtilis|389790-389850|label=1,-22.75,1,False
bsubtilis|390240-390306|label=1,-22.875,1,False
bsubtilis|390435-390480|label=1,-21.625,1,True
bsubtilis|391107-391185|label=0,-23.25,0,False
bsubtilis|391989-392046|label=0,-22.25,0,False
bsubtilis|393171-393228|label=0,-22.75,0,False
bsubtilis|393465-393531|label=0,-23.25,0,False
bsubtilis|393588-393624|label=0,-21.375,0,True
bsubtilis|394620-394698|label=0,-23.5,0,False
bsubtilis|394707-394767|label=0,-23.125,0,False
bsubtilis|394830-394875|label=0,-22.0,0,True
bsubtilis|395181-395247|label=0,-23.125,0,False
bsubtilis|395604-395673|label=0,-23.5,0,False
bsubtilis|395631-395673|label=0,-21.625,0,True
bsubtilis|395760-395796|label=0,-21.0,0,True
bsubtilis|395853-395883|label=0,-20.375,0,True
bsubtilis|396453-396486|label=0,-20.75,0,True
bsubtilis|397134-397179|label=0,-22.0,0,True
bsubtilis|397908-397947|label=0,-21.125,0,True
bsubtilis|398187-398223|label=0,-20.875,0,True
bsubtilis|399099-399150|label=1,-22.375,1,False
bsubtilis|399207-399294|label=1,-23.875,1,False
bsubtilis|399369-399450|label=1,-23.75,1,False
bsubtilis|400506-400542|label=1,-21.75,1,True
bsubtilis|400833-400905|label=1,-23.5,1,False
bsubtilis|400941-400986|label=1,-21.25,1,True
bsubtilis|400989-401067|label=1,-23.75,1,False
bsubtilis|401142-401190|label=1,-22.125,1,True
bsubtilis|401202-401256|label=1,-22.625,1,False
bsubtilis|401805-401844|label=0,-21.375,0,True
bsubtilis|403836-403920|label=1,-23.75,1,False
bsubtilis|406095-406146|label=0,-22.0,0,True
bsubtilis|406812-406854|label=1,-21.625,1,True
bsubtilis|406902-406974|label=1,-23.25,1,False
bsubtilis|408687-408753|label=0,-23.25,0,False
bsubtilis|409242-409302|label=0,-22.625,0,False
bsubtilis|410742-410790|label=0,-22.0,0,True
bsubtilis|412056-412086|label=0,-20.625,0,True
bsubtilis|412155-412212|label=0,-22.25,0,False
bsubtilis|413193-413223|label=1,-20.375,1,True
bsubtilis|413280-413349|label=1,-23.375,1,False
bsubtilis|414234-414303|label=1,-23.5,1,False
bsubtilis|414879-414948|label=1,-22.875,1,False
bsubtilis|415206-415245|label=1,-20.75,1,True
bsubtilis|415539-415590|label=1,-22.5,1,False
bsubtilis|415557-415590|label=1,-20.75,1,True
bsubtilis|416004-416034|label=1,-20.25,1,True
bsubtilis|416640-416727|label=0,-23.875,0,False
bsubtilis|416868-416907|label=0,-21.375,0,True
bsubtilis|417951-418011|label=0,-22.5,0,False
bsubtilis|418335-418365|label=1,-20.125,1,True
bsubtilis|418533-418608|label=1,-23.125,1,False
bsubtilis|418668-418755|label=1,-23.75,1,False
bsubtilis|418683-418755|label=1,-23.375,1,False
bsubtilis|418689-418755|label=1,-23.125,1,False
bsubtilis|418704-418755|label=1,-22.25,1,False
bsubtilis|418980-419010|label=1,-20.5,1,True
bsubtilis|421902-421983|label=1,-23.875,1,False
bsubtilis|422058-422100|label=1,-21.625,1,True
bsubtilis|422415-422451|label=1,-20.875,1,True
bsubtilis|422469-422499|label=1,-20.375,1,True
bsubtilis|423249-423300|label=1,-22.75,1,False
bsubtilis|426048-426114|label=0,-23.25,0,False
bsubtilis|430287-430359|label=0,-23.25,0,False
bsubtilis|432741-432792|label=1,-22.125,1,True
bsubtilis|432954-433032|label=1,-23.625,1,False
bsubtilis|435636-435681|label=1,-21.875,1,True
bsubtilis|437511-437556|label=0,-21.75,0,True
bsubtilis|437709-437793|label=0,-23.625,0,False
bsubtilis|438777-438840|label=0,-22.625,0,False
bsubtilis|438975-439053|label=0,-23.875,0,False
bsubtilis|439140-439197|label=0,-22.375,0,False
bsubtilis|440424-440454|label=0,-20.625,0,True
bsubtilis|440778-440838|label=0,-22.75,0,False
bsubtilis|443298-443367|label=1,-23.375,1,False
bsubtilis|443301-443367|label=1,-23.25,1,False
bsubtilis|443391-443457|label=1,-23.375,1,False
bsubtilis|443694-443766|label=1,-23.125,1,False
bsubtilis|444192-444255|label=1,-22.75,1,False
bsubtilis|447663-447696|label=0,-20.75,0,True
bsubtilis|448455-448500|label=0,-22.0,0,True
bsubtilis|448863-448893|label=0,-20.25,0,True
bsubtilis|449268-449310|label=1,-21.5,1,True
bsubtilis|450912-450954|label=1,-21.75,1,True
bsubtilis|454260-454299|label=1,-21.25,1,True
bsubtilis|454350-454380|label=1,-20.625,1,True
bsubtilis|455274-455310|label=0,-21.625,0,True
bsubtilis|458661-458721|label=1,-23.0,1,False
bsubtilis|459777-459822|label=1,-21.875,1,True
bsubtilis|463269-463332|label=1,-23.375,1,False
bsubtilis|464322-464370|label=1,-21.75,1,True
bsubtilis|467379-467430|label=1,-22.625,1,False
bsubtilis|467508-467544|label=1,-21.25,1,True
bsubtilis|467919-467958|label=1,-21.375,1,True
bsubtilis|468081-468117|label=1,-21.5,1,True
bsubtilis|468513-468576|label=1,-22.875,1,False
bsubtilis|468546-468576|label=1,-20.625,1,True
bsubtilis|468933-469023|label=1,-23.75,1,False
bsubtilis|468966-469023|label=1,-22.625,1,False
bsubtilis|468984-469023|label=1,-21.375,1,True
bsubtilis|468993-469023|label=1,-20.375,1,True
bsubtilis|469245-469275|label=0,-20.875,0,True
bsubtilis|471150-471210|label=0,-22.625,0,False
bsubtilis|471447-471486|label=0,-21.25,0,True
bsubtilis|473025-473088|label=1,-22.875,1,False
bsubtilis|473280-473316|label=1,-21.25,1,True
bsubtilis|473757-473796|label=0,-21.25,0,True
bsubtilis|474147-474225|label=1,-23.625,1,False
bsubtilis|475530-475560|label=0,-20.625,0,True
bsubtilis|476496-476583|label=0,-23.625,0,False
bsubtilis|483261-483294|label=1,-20.625,1,True
bsubtilis|483477-483528|label=1,-22.0,1,True
bsubtilis|483564-483600|label=1,-21.25,1,True
bsubtilis|485301-485358|label=1,-23.125,1,False
bsubtilis|485910-485973|label=0,-22.75,0,False
bsubtilis|486627-486663|label=1,-21.0,1,True
bsubtilis|486822-486891|label=1,-23.125,1,False
bsubtilis|486861-486891|label=1,-20.375,1,True
bsubtilis|487560-487614|label=1,-22.5,1,False
bsubtilis|487773-487824|label=1,-22.125,1,True
bsubtilis|487875-487935|label=1,-22.875,1,False
bsubtilis|488718-488763|label=1,-21.875,1,True
